EmployeeID,FirstName,LastName,Gender,Age,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,OverTime,HireDate,Attrition,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,EducationLevel
427A-8C69,Pasquale,Abreheart,Male,32,Technology,15,CA,Mixed or multiple ethnic groups,Other,Analytics Manager,Married,393294,No,2012-02-04,No,10,2,2,Very Satisfied,Satisfied,Satisfied,3,1,Good,Above Average,Above Average,Bachelors 
427A-8C69,Pasquale,Abreheart,Male,32,Technology,15,CA,Mixed or multiple ethnic groups,Other,Analytics Manager,Married,393294,No,2012-02-04,No,10,2,2,Satisfied,Very Satisfied,Dissatisfied,3,3,Good,High,Above Average,Bachelors 
427A-8C69,Pasquale,Abreheart,Male,32,Technology,15,CA,Mixed or multiple ethnic groups,Other,Analytics Manager,Married,393294,No,2012-02-04,No,10,2,2,Satisfied,Neutral,Dissatisfied,1,1,Good,Average,Below Average,Bachelors 
427A-8C69,Pasquale,Abreheart,Male,32,Technology,15,CA,Mixed or multiple ethnic groups,Other,Analytics Manager,Married,393294,No,2012-02-04,No,10,2,2,Neutral,Satisfied,Neutral,3,1,Fair,High,High,Bachelors 
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Neutral,Very Satisfied,Satisfied,3,1,Good,Above Average,Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Satisfied,Satisfied,Satisfied,3,0,Very Good,High,Above Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Satisfied,Dissatisfied,Dissatisfied,1,3,Very Good,High,Above Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Neutral,Very Satisfied,Very Satisfied,2,2,Very Good,Average,Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Very Satisfied,Very Satisfied,Very Satisfied,2,1,Fair,Above Average,Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Satisfied,Very Satisfied,Very Satisfied,1,2,Good,High,High,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Neutral,Dissatisfied,Dissatisfied,1,1,Excellent,Above Average,Above Average,No Formal Qualifications
A923-9EF6,Alaine,Hinrichsen,Female,41,Technology,7,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,107008,No,2012-02-05,No,10,10,9,Satisfied,Very Satisfied,Neutral,1,2,Fair,Average,Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Very Satisfied,Satisfied,Dissatisfied,2,0,Good,Average,Below Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Very Satisfied,Very Satisfied,Dissatisfied,1,0,Good,High,Above Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Very Satisfied,Very Satisfied,Very Satisfied,3,0,Excellent,Above Average,Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Satisfied,Neutral,Satisfied,1,1,Excellent,Average,Below Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Satisfied,Very Satisfied,Very Satisfied,1,1,Fair,Average,Below Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Very Satisfied,Dissatisfied,Dissatisfied,1,1,Fair,High,High,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Neutral,Neutral,Dissatisfied,2,2,Good,Average,Below Average,No Formal Qualifications
5C61-8F3A,Dyana,Gallie,Female,34,Technology,5,CA,White,Information Systems,Data Scientist,Single,127432,Yes,2012-02-06,No,10,9,9,Satisfied,Dissatisfied,Very Satisfied,1,3,Very Good,Above Average,Above Average,No Formal Qualifications
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Very Satisfied,Dissatisfied,Satisfied,3,0,Very Good,Average,Below Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Very Satisfied,Dissatisfied,Very Satisfied,1,2,Excellent,Above Average,Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Satisfied,Satisfied,Neutral,2,1,Very Good,Average,Below Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Very Satisfied,Satisfied,Dissatisfied,2,1,Good,Average,Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Very Satisfied,Satisfied,Neutral,2,1,Fair,Above Average,Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Very Dissatisfied,Satisfied,Dissatisfied,2,2,Good,Average,Below Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Satisfied,Very Satisfied,Dissatisfied,3,1,Excellent,High,Above Average,High School 
CF2F-8CA3,Lindy,Rawstorne,Male,45,Sales,20,CA,White,Marketing ,Sales Executive,Married,76693,No,2012-02-06,No,10,9,10,Satisfied,Dissatisfied,Very Satisfied,2,0,Fair,High,High,High School 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Very Satisfied,Dissatisfied,Satisfied,3,0,Good,High,High,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Neutral,Dissatisfied,Dissatisfied,3,1,Fair,High,Above Average,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Very Satisfied,Dissatisfied,Satisfied,2,1,Very Good,Above Average,Average,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Satisfied,Dissatisfied,Very Satisfied,1,3,Fair,High,Above Average,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Very Satisfied,Neutral,Neutral,3,1,Excellent,High,High,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Satisfied,Dissatisfied,Neutral,2,1,Fair,Average,Average,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Very Satisfied,Neutral,Satisfied,1,1,Very Good,Average,Below Average,Bachelors 
40A9-8EB0,Joannes,McFadden,Female,39,Technology,31,CA,White,Information Systems,Software Engineer,Single,90017,Yes,2012-02-07,No,10,7,3,Satisfied,Satisfied,Neutral,1,3,Fair,Average,Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Satisfied,Satisfied,Neutral,1,2,Excellent,Above Average,Above Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Very Satisfied,Neutral,Very Satisfied,2,1,Fair,Above Average,Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Neutral,Satisfied,Dissatisfied,1,3,Excellent,High,Above Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Satisfied,Very Satisfied,Dissatisfied,3,0,Good,Average,Below Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Satisfied,Dissatisfied,Very Satisfied,1,0,Fair,Average,Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Very Satisfied,Neutral,Dissatisfied,2,2,Fair,Above Average,Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Very Satisfied,Satisfied,Very Satisfied,1,0,Excellent,Average,Below Average,Bachelors 
2E72-4BF1,Grace,Gohier,Male,44,Sales,21,CA,White,Marketing,Manager,Married,426142,No,2012-02-07,No,10,5,4,Neutral,Dissatisfied,Dissatisfied,1,1,Very Good,Average,Below Average,Bachelors 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Neutral,Very Satisfied,Satisfied,1,0,Excellent,High,Above Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Neutral,Neutral,Satisfied,1,2,Excellent,High,Above Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Very Satisfied,Very Satisfied,Neutral,3,2,Good,High,Above Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Very Satisfied,Dissatisfied,Neutral,2,1,Very Good,Above Average,Above Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Very Satisfied,Dissatisfied,Neutral,3,0,Excellent,Average,Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Satisfied,Satisfied,Neutral,3,0,Very Good,High,Above Average,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Neutral,Satisfied,Dissatisfied,2,0,Fair,High,High,High School 
EE39-C8F2,Jaclin,Chadburn,Female,47,Technology,17,NY,White,Computer Science,Software Engineer,Married,46514,No,2012-02-12,No,10,9,2,Very Satisfied,Very Satisfied,Very Satisfied,2,2,Excellent,High,Above Average,High School 
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Satisfied,Very Satisfied,Very Satisfied,2,0,Good,Above Average,Above Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Neutral,Satisfied,Satisfied,1,1,Fair,Above Average,Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Dissatisfied,Dissatisfied,Very Dissatisfied,3,1,Good,Average,Below Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Neutral,Dissatisfied,Dissatisfied,1,2,Excellent,Average,Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Neutral,Neutral,Satisfied,1,0,Fair,Average,Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Satisfied,Neutral,Satisfied,2,2,Very Good,Average,Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Neutral,Dissatisfied,Neutral,3,2,Very Good,High,Above Average,Doctorate
C0C7-A3EF,Hagen,Worge,Male,48,Sales,9,CA,White,Economics,Sales Executive,Single,125587,No,2012-02-12,No,10,10,4,Satisfied,Neutral,Neutral,1,1,Fair,Above Average,Average,Doctorate
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Very Dissatisfied,Neutral,Dissatisfied,2,1,Poor,Average,Below Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Satisfied,Satisfied,Satisfied,2,1,Excellent,Average,Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Neutral,Very Satisfied,Satisfied,2,0,Good,Above Average,Above Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Very Satisfied,Neutral,Satisfied,1,2,Very Good,Above Average,Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Neutral,Dissatisfied,Dissatisfied,1,2,Very Good,High,Above Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Very Satisfied,Neutral,Dissatisfied,1,0,Excellent,Above Average,Above Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Satisfied,Neutral,Neutral,3,1,Very Good,Average,Below Average,Bachelors 
79F3-8AA5,Lacy,Domerc,Female,47,Human Resources,21,NY,Mixed or multiple ethnic groups,Marketing ,HR Executive,Single,98608,No,2012-02-14,No,10,10,4,Very Satisfied,Satisfied,Very Satisfied,2,1,Good,High,Above Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Neutral,Very Satisfied,Dissatisfied,2,1,Fair,High,High,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Neutral,Dissatisfied,Neutral,3,3,Fair,Above Average,Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Very Satisfied,Dissatisfied,Dissatisfied,2,1,Excellent,Above Average,Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Very Satisfied,Dissatisfied,Dissatisfied,2,0,Good,Above Average,Above Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Neutral,Neutral,Dissatisfied,1,1,Very Good,Average,Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Very Dissatisfied,Neutral,Neutral,3,2,Good,Above Average,Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Very Satisfied,Very Satisfied,Neutral,3,3,Excellent,Above Average,Average,Bachelors 
9528-AA17,Jaquelin,Kite,Female,48,Technology,30,NY,Black or African American,Information Systems,Software Engineer,Married,72794,No,2012-02-14,No,10,5,3,Very Satisfied,Satisfied,Dissatisfied,2,0,Good,Above Average,Average,Bachelors 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Satisfied,Dissatisfied,Dissatisfied,2,2,Excellent,High,Above Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Very Satisfied,Satisfied,Dissatisfied,2,0,Fair,High,Above Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Satisfied,Very Satisfied,Dissatisfied,3,1,Very Good,Above Average,Above Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Neutral,Satisfied,Dissatisfied,3,1,Fair,Average,Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Very Satisfied,Satisfied,Neutral,3,1,Good,Above Average,Above Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Very Satisfied,Dissatisfied,Dissatisfied,2,3,Fair,Above Average,Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Satisfied,Dissatisfied,Dissatisfied,3,1,Fair,Average,Average,High School 
9C71-34AE,Yvor,Walaron,Non-Binary,40,Technology,44,CA,White,Computer Science,Software Engineer,Single,69119,No,2012-02-15,No,10,10,5,Satisfied,Neutral,Very Satisfied,1,1,Fair,Above Average,Average,High School 
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Satisfied,Dissatisfied,Dissatisfied,1,0,Very Good,High,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Neutral,Dissatisfied,Dissatisfied,1,1,Excellent,Above Average,Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Very Satisfied,Dissatisfied,Very Satisfied,3,2,Fair,High,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Very Satisfied,Neutral,Satisfied,3,2,Fair,High,High,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Neutral,Very Satisfied,Dissatisfied,1,0,Very Good,High,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Satisfied,Neutral,Neutral,1,0,Very Good,High,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Satisfied,Neutral,Very Satisfied,2,3,Good,Above Average,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Very Satisfied,Neutral,Very Satisfied,1,1,Very Good,High,Above Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Neutral,Neutral,Neutral,1,2,Fair,Average,Average,No Formal Qualifications
C79A-E5E1,Alvera,Kulver,Female,32,Technology,13,CA,White,Computer Science,Data Scientist,Divorced,48835,Yes,2012-02-17,Yes,8,7,0,Neutral,Very Satisfied,Very Satisfied,2,1,Fair,Average,Below Average,No Formal Qualifications
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Satisfied,Neutral,Very Satisfied,1,2,Very Good,High,Above Average,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Neutral,Very Satisfied,Satisfied,2,0,Excellent,High,High,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Satisfied,Neutral,Satisfied,1,1,Excellent,High,Above Average,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Very Satisfied,Neutral,Dissatisfied,3,0,Fair,High,Above Average,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Neutral,Neutral,Neutral,2,1,Excellent,Average,Below Average,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Satisfied,Dissatisfied,Dissatisfied,3,1,Good,High,High,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Neutral,Very Satisfied,Satisfied,2,1,Fair,Above Average,Above Average,High School 
5468-EEE1,Forbes,Toretta,Male,28,Technology,44,NY,White,Computer Science,Senior Software Engineer,Married,218406,No,2012-02-17,No,10,10,10,Neutral,Neutral,Dissatisfied,1,1,Very Good,Average,Average,High School 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Satisfied,Very Satisfied,Dissatisfied,1,3,Fair,High,Above Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Neutral,Satisfied,Satisfied,3,0,Very Good,Average,Below Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Satisfied,Dissatisfied,Satisfied,3,0,Fair,High,High,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Satisfied,Very Satisfied,Very Satisfied,1,0,Fair,Above Average,Above Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Neutral,Neutral,Very Satisfied,1,1,Fair,Average,Below Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Satisfied,Neutral,Neutral,3,0,Very Good,High,Above Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Neutral,Dissatisfied,Dissatisfied,3,1,Good,High,Above Average,Masters 
B50B-5A18,Paulina,Senecaut,Female,40,Technology,27,NY,Black or African American,Computer Science,Software Engineer,Divorced,42333,No,2012-02-19,No,10,5,5,Neutral,Satisfied,Very Satisfied,2,1,Very Good,Above Average,Average,Masters 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Neutral,Satisfied,Satisfied,1,2,Poor,High,High,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Neutral,Very Satisfied,Satisfied,3,1,Good,Average,Average,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Very Satisfied,Neutral,Satisfied,3,1,Excellent,High,High,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Very Satisfied,Satisfied,Dissatisfied,2,0,Excellent,Average,Below Average,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Satisfied,Very Satisfied,Very Satisfied,2,0,Good,Above Average,Above Average,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Satisfied,Satisfied,Dissatisfied,1,0,Good,Average,Average,High School 
11AE-3E4D,Sheffie,Tonkin,Male,39,Sales,38,CA,Mixed or multiple ethnic groups,Technical Degree,Manager,Married,300299,Yes,2012-02-19,No,10,7,10,Satisfied,Neutral,Neutral,3,3,Good,Above Average,Above Average,High School 
